timestamp,satellite,azimuth_deg,elevation_deg,distance_km,relative_velocity_kms,doppler_shift_hz,tx_freq_ghz,rx_freq_hz,ue_lat,ue_lon,ue_alt_m,time_minutes
2026-02-06T21:39:54+00:00,SAT-52458,274.1200610754601,40.05767333789889,804.0870080748432,-4.451440799806021,155908.28638512056,10.5,10500155908.286385,47.655,-122.3035,60.0,1.0833333333333333
2026-02-06T21:39:55+00:00,SAT-52458,273.77642782431514,40.377393252409355,799.6475009735227,-4.414434937016692,154612.18453559384,10.5,10500154612.184536,47.655,-122.3035,60.0,1.1
2026-02-06T21:39:56+00:00,SAT-52458,273.4255844113168,40.699214390324265,795.2449005273803,-4.376805991011506,153294.25967620843,10.5,10500153294.259676,47.655,-122.3035,60.0,1.1166666666666667
2026-02-06T21:39:57+00:00,SAT-52458,273.06733068543315,41.02310255228946,790.8798281492313,-4.338545519292463,151954.21611497263,10.5,10500151954.216114,47.655,-122.3035,60.0,1.1333333333333333
2026-02-06T21:39:58+00:00,SAT-52458,272.7014603528218,41.34902001788122,786.5529136717568,-4.299645146078358,150591.76049659916,10.5,10500150591.760496,47.655,-122.3035,60.0,1.15
2026-02-06T21:39:59+00:00,SAT-52458,272.32776082562737,41.676925363123345,782.2647952809639,-4.260096610231452,149206.60348109974,10.5,10500149206.603481,47.655,-122.3035,60.0,1.1666666666666667
2026-02-06T21:40:00+00:00,SAT-52458,271.9460130710946,42.0067732738626,778.016119401851,-4.219891728797255,147798.4584667943,10.5,10500147798.458467,47.655,-122.3035,60.0,1.1833333333333333
2026-02-06T21:40:01+00:00,SAT-52458,271.5559914689304,42.33851434847964,773.8075406204337,-4.179022414817133,146367.04221418375,10.5,10500146367.042213,47.655,-122.3035,60.0,1.2
2026-02-06T21:40:02+00:00,SAT-52458,271.15746367446104,42.67209489379356,769.6397215880055,-4.1374807394852375,144912.07702294833,10.5,10500144912.077023,47.655,-122.3035,60.0,1.2166666666666666
2026-02-06T21:40:03+00:00,SAT-52458,270.75019048463014,43.00745671773278,765.5133328634107,-4.095258919721126,143433.29029668862,10.5,10500143433.290297,47.655,-122.3035,60.0,1.2333333333333334
2026-02-06T21:40:04+00:00,SAT-52458,270.3339257151296,43.34453691295096,761.4290527677076,-4.052349298693268,141930.41386077603,10.5,10500141930.41386,47.655,-122.3035,60.0,1.25
2026-02-06T21:40:05+00:00,SAT-52458,269.90841609169263,43.68326763055154,757.3875672582597,-4.008744455150191,140403.18779159218,10.5,10500140403.187792,47.655,-122.3035,60.0,1.2666666666666666
2026-02-06T21:40:06+00:00,SAT-52458,269.47340114527765,44.023575854645955,753.3895696937873,-3.9644371121935187,138851.3572213746,10.5,10500138851.357222,47.655,-122.3035,60.0,1.2833333333333334
2026-02-06T21:40:07+00:00,SAT-52458,269.0286131327596,44.36538316125233,749.4357606903991,-3.9194202557741034,137274.67648845285,10.5,10500137274.676489,47.655,-122.3035,60.0,1.3
2026-02-06T21:40:08+00:00,SAT-52458,268.5737769654578,44.7086054791683,745.5268478594508,-3.873687077618188,135672.9071382809,10.5,10500135672.907139,47.655,-122.3035,60.0,1.3166666666666667
2026-02-06T21:40:09+00:00,SAT-52458,268.1086101657228,45.053152838225024,741.6635456023188,-3.8272310540390766,134045.8206837555,10.5,10500134045.820684,47.655,-122.3035,60.0,1.3333333333333333
