timestamp,satellite,azimuth_deg,elevation_deg,distance_km,relative_velocity_kms,doppler_shift_hz,tx_freq_ghz,rx_freq_hz,ue_lat,ue_lon,ue_alt_m,time_minutes
2026-02-06T21:45:15+00:00,SAT-49760,279.1498863395282,40.07558952727296,804.1288712450222,-4.392967011305092,153860.28696793786,10.5,10500153860.286968,47.655,-122.3035,60.0,6.433333333333334
2026-02-06T21:45:16+00:00,SAT-49760,279.5041794736295,40.39260859515887,799.747681172045,-4.355899274706337,152562.01803587913,10.5,10500152562.018036,47.655,-122.3035,60.0,6.45
2026-02-06T21:45:17+00:00,SAT-49760,279.86569373989096,40.711628350123945,795.40345946218,-4.318216296890591,151242.20075393358,10.5,10500151242.200754,47.655,-122.3035,60.0,6.466666666666667
2026-02-06T21:45:18+00:00,SAT-49760,280.2346260650264,41.03261207483089,791.0968197072677,-4.279910091866733,149900.55541891148,10.5,10500149900.555418,47.655,-122.3035,60.0,6.483333333333333
2026-02-06T21:45:19+00:00,SAT-49760,280.61117923270393,41.3555195294045,786.8283834637296,-4.240972652942961,148536.80160259764,10.5,10500148536.801603,47.655,-122.3035,60.0,6.5
2026-02-06T21:45:20+00:00,SAT-49760,280.99556200631434,41.68030676735267,782.5987802732146,-4.201396069560803,147150.66224377276,10.5,10500147150.662243,47.655,-122.3035,60.0,6.516666666666667
2026-02-06T21:45:21+00:00,SAT-49760,281.38798925488925,42.00692595267067,778.4086475667239,-4.161172597131748,145741.8660941876,10.5,10500145741.866095,47.655,-122.3035,60.0,6.533333333333333
2026-02-06T21:45:22+00:00,SAT-49760,281.78868207873387,42.33532517513338,774.2586304990834,-4.12029457405678,144310.14481223605,10.5,10500144310.144812,47.655,-122.3035,60.0,6.55
2026-02-06T21:45:23+00:00,SAT-49760,282.1978679194402,42.665448251877464,770.1493818661789,-4.078754475395273,142855.23484266695,10.5,10500142855.234842,47.655,-122.3035,60.0,6.566666666666666
2026-02-06T21:45:24+00:00,SAT-49760,282.61578066475585,42.99723452561948,766.081561968664,-4.036544943484087,141376.87848899426,10.5,10500141376.878489,47.655,-122.3035,60.0,6.583333333333333
2026-02-06T21:45:25+00:00,SAT-49760,283.0426607444085,43.33061865794357,762.0558384451302,-3.993658787063052,139874.82388286781,10.5,10500139874.823883,47.655,-122.3035,60.0,6.6
2026-02-06T21:45:26+00:00,SAT-49760,283.47875521246743,43.665530415173066,758.0728861061503,-3.950089000962129,138348.825673601,10.5,10500138348.825674,47.655,-122.3035,60.0,6.616666666666666
2026-02-06T21:45:27+00:00,SAT-49760,283.9243178155322,44.00189444853698,754.1333867486876,-3.9058288034842774,136798.64633747697,10.5,10500136798.646338,47.655,-122.3035,60.0,6.633333333333334
2026-02-06T21:45:28+00:00,SAT-49760,284.3796090466721,44.33963007034087,750.238028933221,-3.8608716021904494,135224.05497939416,10.5,10500135224.05498,47.655,-122.3035,60.0,6.65
2026-02-06T21:45:29+00:00,SAT-49760,284.84489617430006,44.67865102019351,746.3875077949957,-3.815211096412597,133624.83092330585,10.5,10500133624.830923,47.655,-122.3035,60.0,6.666666666666667
2026-02-06T21:45:30+00:00,SAT-49760,285.3204532586015,45.018865233351136,742.5825247530336,-3.7688412178405013,132000.76163131918,10.5,10500132000.761631,47.655,-122.3035,60.0,6.683333333333334
2026-02-06T21:45:31+00:00,SAT-49760,285.8065611338322,45.36017459752631,738.823787278398,-3.721756183990803,130351.64457640702,10.5,10500130351.644577,47.655,-122.3035,60.0,6.7
2026-02-06T21:45:32+00:00,SAT-49760,286.3035073657784,45.702474708293764,735.112008609134,-3.6739505529401155,128677.2891593931,10.5,10500128677.28916,47.655,-122.3035,60.0,6.716666666666667
