timestamp,satellite,azimuth_deg,elevation_deg,distance_km,relative_velocity_kms,doppler_shift_hz,tx_freq_ghz,rx_freq_hz,ue_lat,ue_lon,ue_alt_m,time_minutes
2026-02-06T21:32:46+00:00,SAT-58042,308.4872316517377,30.100814997570687,876.9442819483694,-5.709600672810611,199974.3671487273,10.5,10500199974.36715,47.655,-122.3035,60.0,9.65
2026-02-06T21:32:47+00:00,SAT-58042,308.630070944593,30.377210047941798,871.2499879270376,-5.6898000296667135,199280.86486919058,10.5,10500199280.86487,47.655,-122.3035,60.0,9.666666666666666
2026-02-06T21:32:48+00:00,SAT-58042,308.7755493372939,30.656668374150346,865.5754414660578,-5.669600589081568,198573.39501634985,10.5,10500198573.395016,47.655,-122.3035,60.0,9.683333333333334
2026-02-06T21:32:49+00:00,SAT-58042,308.92374097007706,30.939233158340766,859.9210402937506,-5.648993293220689,197851.64034652678,10.5,10500197851.640347,47.655,-122.3035,60.0,9.7
2026-02-06T21:32:50+00:00,SAT-58042,309.07472271440906,31.2249478669386,854.2871911719882,-5.62796881271983,197115.27410592238,10.5,10500197115.274105,47.655,-122.3035,60.0,9.716666666666667
2026-02-06T21:32:51+00:00,SAT-58042,309.228574294331,31.51385621787651,848.6743101669954,-5.60651768703421,196363.96494624027,10.5,10500196363.964947,47.655,-122.3035,60.0,9.733333333333333
2026-02-06T21:32:52+00:00,SAT-58042,309.3853784182755,31.80600215218707,843.0828227801808,-5.584630197851246,195597.3724910654,10.5,10500195597.372492,47.655,-122.3035,60.0,9.75
2026-02-06T21:32:53+00:00,SAT-58042,309.5452209143327,32.1014297962876,837.5131642052108,-5.5622964520299965,194815.1502407541,10.5,10500194815.15024,47.655,-122.3035,60.0,9.766666666666667
2026-02-06T21:32:54+00:00,SAT-58042,309.70819087526735,32.40018342541291,831.9657795023719,-5.539506275107005,194016.94184255815,10.5,10500194016.941843,47.655,-122.3035,60.0,9.783333333333333
2026-02-06T21:32:55+00:00,SAT-58042,309.87438080811313,32.70230741801961,826.4411238791367,-5.51624935136409,193202.38599639136,10.5,10500193202.385996,47.655,-122.3035,60.0,9.8
2026-02-06T21:32:56+00:00,SAT-58042,310.0438867963431,33.00784621407792,820.9396628310411,-5.4925150979692345,192371.1120467112,10.5,10500192371.112047,47.655,-122.3035,60.0,9.816666666666666
2026-02-06T21:32:57+00:00,SAT-58042,310.21680866688695,33.31684426274351,815.4618724080823,-5.468292749894782,191522.7429567131,10.5,10500191522.742956,47.655,-122.3035,60.0,9.833333333333334
2026-02-06T21:32:58+00:00,SAT-58042,310.3932501692177,33.629345970527254,810.0082393964256,-5.443571253608272,190656.8915849339,10.5,10500190656.891584,47.655,-122.3035,60.0,9.85
2026-02-06T21:32:59+00:00,SAT-58042,310.57331916062634,33.94539563900709,804.5792616061357,-5.418339407909293,189773.16561795416,10.5,10500189773.165619,47.655,-122.3035,60.0,9.866666666666667
2026-02-06T21:33:00+00:00,SAT-58042,310.7571278067745,34.26503740577807,799.1754480184482,-5.392585744927148,188871.16340243307,10.5,10500188871.163403,47.655,-122.3035,60.0,9.883333333333333
2026-02-06T21:33:01+00:00,SAT-58042,310.94479278922734,34.58831517353622,793.797319051726,-5.366298582280854,187950.47577197212,10.5,10500187950.475773,47.655,-122.3035,60.0,9.9
2026-02-06T21:33:02+00:00,SAT-58042,311.13643552652456,34.915272536653895,788.4454067753951,-5.3394660124950795,187010.68567641664,10.5,10500187010.685677,47.655,-122.3035,60.0,9.916666666666666
2026-02-06T21:33:03+00:00,SAT-58042,311.33218240728326,35.24595270130537,783.1202551344334,-5.312075909877885,186051.3684227433,10.5,10500186051.368423,47.655,-122.3035,60.0,9.933333333333334
2026-02-06T21:33:04+00:00,SAT-58042,311.5321650368605,35.580398399760355,777.8224201670031,-5.284115906955206,185072.09084969596,10.5,10500185072.090849,47.655,-122.3035,60.0,9.95
2026-02-06T21:33:05+00:00,SAT-58042,311.7365204969959,35.91865179650299,772.5524702455867,-5.255573441991815,184072.41299217092,10.5,10500184072.412992,47.655,-122.3035,60.0,9.966666666666667
2026-02-06T21:33:06+00:00,SAT-58042,311.9453916222442,36.260754390188595,767.3109862707236,-5.226435716585339,183051.8865959799,10.5,10500183051.886597,47.655,-122.3035,60.0,9.983333333333333
