timestamp,satellite,azimuth_deg,elevation_deg,distance_km,relative_velocity_kms,doppler_shift_hz,tx_freq_ghz,rx_freq_hz,ue_lat,ue_lon,ue_alt_m,time_minutes
2026-02-06T21:54:29+00:00,SAT-44752,102.69506927887473,80.9912831047506,480.2087984640822,0.8531854729326641,-29882.164233074112,10.5,10499970117.835768,47.655,-122.3035,60.0,0.0
2026-02-06T21:54:30+00:00,SAT-44752,99.2042202640431,80.33231256604903,481.0596966645014,0.9559635269495694,-33481.886435483575,10.5,10499966518.113565,47.655,-122.3035,60.0,0.016666666666666666
2026-02-06T21:54:31+00:00,SAT-44752,96.17543294246912,79.64507239134234,482.0130973851583,1.058131603926563,-37060.24466175501,10.5,10499962939.755339,47.655,-122.3035,60.0,0.03333333333333333
2026-02-06T21:54:32+00:00,SAT-44752,93.53674111555651,78.93584316960785,483.0683922842768,1.1596301505192315,-40615.15310185665,10.5,10499959384.846899,47.655,-122.3035,60.0,0.05
2026-02-06T21:54:33+00:00,SAT-44752,91.22672907228446,78.20963144569541,484.22491362639136,1.2604016582693716,-44144.5975663217,10.5,10499955855.402433,47.655,-122.3035,60.0,0.06666666666666667
2026-02-06T21:54:34+00:00,SAT-44752,89.19394650817026,77.47044539158289,485.4819363217504,1.3603907986750028,-47646.640216971464,10.5,10499952353.359783,47.655,-122.3035,60.0,0.08333333333333333
2026-02-06T21:54:35+00:00,SAT-44752,87.39569323193544,76.7215165943434,486.8386801004281,1.4595445768028417,-51119.42494707401,10.5,10499948880.575052,47.655,-122.3035,60.0,0.1
2026-02-06T21:54:36+00:00,SAT-44752,85.79666346144778,75.96547304221366,488.2943118396377,1.5578124154209716,-54561.18032802614,10.5,10499945438.819672,47.655,-122.3035,60.0,0.11666666666666667
2026-02-06T21:54:37+00:00,SAT-44752,84.36767212117012,75.20447199423042,489.847947974951,1.6551462549490903,-57970.22311003383,10.5,10499942029.77689,47.655,-122.3035,60.0,0.13333333333333333
2026-02-06T21:54:38+00:00,SAT-44752,83.0845461162231,74.44030135683201,491.49865701120063,1.7515006457637983,-61344.96145503395,10.5,10499938655.038546,47.655,-122.3035,60.0,0.15
2026-02-06T21:54:39+00:00,SAT-44752,81.92719658191058,73.6744569430146,493.2454621254403,1.8468328109361059,-64683.897134027015,10.5,10499935316.102865,47.655,-122.3035,60.0,0.16666666666666666
2026-02-06T21:54:40+00:00,SAT-44752,80.87885904133013,72.90820149216482,495.08734383247327,1.941102676115138,-67985.62657373105,10.5,10499932014.373426,47.655,-122.3035,60.0,0.18333333333333332
2026-02-06T21:54:41+00:00,SAT-44752,79.92547816672598,72.14260996473126,497.0232426801859,2.0342729350020203,-71248.84314975399,10.5,10499928751.15685,47.655,-122.3035,60.0,0.2
2026-02-06T21:54:42+00:00,SAT-44752,79.05521232168464,71.37860448953163,499.05206201017864,2.1263090397697484,-74472.33685105699,10.5,10499925527.663149,47.655,-122.3035,60.0,0.21666666666666667
2026-02-06T21:54:43+00:00,SAT-44752,78.25803529522969,70.61698152935678,501.17267070884355,2.2171792237902683,-77654.9950759529,10.5,10499922345.004925,47.655,-122.3035,60.0,0.23333333333333334
2026-02-06T21:54:44+00:00,SAT-44752,77.5254159465271,69.8584331387006,503.38390598110544,2.3068545009814754,-80795.80260923538,10.5,10499919204.197392,47.655,-122.3035,60.0,0.25
